ID;Time;A_sim;Type
35;173.7694305;2.30E-05;f2
36;0.796703361;2.090278075;f2
36;17.90585396;0.080104086;f2
36;42.32288211;0.001051714;f2
36;66.78680741;1.15E-05;f2
36;144.1324577;1.19E-11;f2
37;2.112652105;1.022664014;f2
37;18.78748748;0.52985326;f2
37;42.93711265;0.134946579;f2
37;67.21697537;0.040428061;f2
37;202.032459;3.45E-05;f2
38;2.050655261;0.784237448;f2
38;19.41783809;0.319505729;f2
38;42.79410574;0.10361964;f2
38;65.93646464;0.043282917;f2
38;97.9599238;0.008745668;f2
39;1.70607043;1.396429544;f2
39;17.407732;0.315048321;f2
39;43.53892668;0.029798748;f2
39;65.90662409;0.003146042;f2
39;159.5830275;4.08E-07;f2
40;2.246857183;0.756907811;f2
40;17.88672026;0.256859934;f2
40;43.49613554;0.030960386;f2
40;66.14294513;0.004790043;f2
40;148.2870165;1.29E-05;f2
41;2.586755774;1.034335667;f2
41;18.59913638;0.08938338;f2
41;42.19641792;0.004775701;f2
41;64.92275697;0.000254028;f2
41;166.8353904;3.77E-10;f2
42;2.377736546;0.780056458;f2
42;18.6574557;0.159515474;f2
42;39.73233559;0.016706476;f2
42;66.12098518;0.001069274;f2
42;185.3231048;6.15E-09;f2
43;1.255887679;1.370962917;f2
43;19.4958919;0.157368203;f2
43;42.71765259;0.010750726;f2
43;66.42878123;0.001006889;f2
43;150.0514545;9.19E-08;f2
44;2.67502269;1.309339558;f2
44;19.63961076;0.516118601;f2
44;42.76937863;0.137922241;f2
44;65.36854328;0.051904166;f2
44;181.7804062;9.29E-05;f2
45;2.241623141;1.706657258;f2
45;17.21723441;1.015912336;f2
45;41.15033848;0.385068633;f2
45;67.88998651;0.125325862;f2
45;191.4169044;0.001110336;f2
46;1.944264862;0.947089718;f2
46;19.85962136;0.407915488;f2
46;41.45736965;0.190219432;f2
46;67.42513994;0.055880691;f2
46;170.0235999;0.000815387;f2
47;1.962300014;1.82260224;f2
47;17.36126613;0.44859908;f2
47;42.9582611;0.085014736;f2
47;65.99121346;0.016354816;f2
47;188.3534455;1.83E-06;f2
48;1.494995574;1.190222958;f2
48;18.11297637;0.42318864;f2
48;41.94248971;0.156202643;f2
48;65.57264514;0.04242438;f2
48;115.0182797;0.004245129;f2
49;1.100737936;3.555905501;f2
49;18.14281471;1.052386967;f2
49;42.23596049;0.188641019;f2
49;67.43298687;0.032087776;f2
49;146.5800896;0.000105605;f2
50;3.525834305;1.230161339;f2
50;18.89286963;0.409619089;f2
50;44.03974526;0.050203211;f2
50;65.28338649;0.008128213;f2
50;155.6379157;3.69E-06;f2
51;2.060402962;3.608194663;f2
51;18.32049636;1.690519871;f2
51;41.1925097;0.653143167;f2
51;67.03268456;0.23657736;f2
51;154.8077802;0.006344353;f2
52;1.763429603;1.476579837;f2
52;18.29303143;0.27170013;f2
52;42.93244409;0.027231931;f2
52;65.7250131;0.003019262;f2
52;142.8572078;1.57E-06;f2
53;1.295356668;2.145539493;f2
53;16.42299079;1.028538013;f2
53;44.46977661;0.229761907;f2
53;65.7638745;0.073121635;f2
53;183.6671952;0.000187837;f2
54;3.278098961;1.315721719;f2
54;19.31558987;0.236012123;f2
54;41.81492104;0.020267327;f2
54;67.4155987;0.001458104;f2
54;195.9315369;1.70E-09;f2
55;2.174456478;0.97830016;f2
55;17.43495046;0.222269892;f2
55;43.58980792;0.012884566;f2
55;66.41865373;0.001171591;f2
55;150.5102666;3.01E-07;f2
56;2.654537121;1.347174839;f2
56;20.2697197;0.937282294;f2
56;42.12068909;0.573375371;f2
56;65.7529864;0.34066806;f2
56;140.502097;0.057182474;f2
57;1.023077402;2.882397313;f2
57;19.80445612;0.269235643;f2
57;45.02896089;0.01010603;f2
57;67.70363257;0.000533093;f2
57;175.0602083;5.32E-10;f2
58;0.759832193;2.261873919;f2
58;19.73293549;0.676479969;f2
58;42.48491054;0.132535418;f2
58;67.58880214;0.025810174;f2
58;119.5372687;0.000750224;f2
59;1.87949118;1.445043018;f2
59;19.28027808;0.327181787;f2
59;43.47188421;0.060056904;f2
59;65.05562343;0.011136215;f2
59;179.9279772;1.33E-06;f2
60;2.388798914;3.564204808;f2
60;18.64306085;0.748900043;f2
60;42.25713801;0.090675758;f2
60;65.88381265;0.012084579;f2
60;121.0823427;7.36E-05;f2
61;2.042611942;1.037193194;f2
61;17.81709342;0.230413702;f2
61;42.17553391;0.023484226;f2
61;66.20221369;0.002218008;f2
61;154.6183421;4.02E-07;f2
62;3.669178159;0.78665338;f2
62;19.63706442;0.207953876;f2
62;41.72457984;0.035780441;f2
62;64.55919918;0.006111042;f2
62;135.4490298;1.84E-05;f2
63;1.5207251;1.362335515;f2
63;18.98373844;0.885564138;f2
63;42.92645216;0.415013826;f2
63;66.0502232;0.203163347;f2
63;156.2012919;0.014750565;f2
64;1.332018485;1.230463713;f2
64;19.25921666;0.25463497;f2
64;40.83978428;0.043041612;f2
64;63.80120434;0.005074569;f2
64;172.6578403;3.00E-07;f2
65;3.173616722;0.922007499;f2
65;18.90240148;0.647423537;f2
65;40.62149924;0.4064386;f2
65;67.39662743;0.148363841;f2
65;179.4545667;0.006195458;f2
66;0.273398576;4.134212674;f2
66;17.89921881;1.703127715;f2
66;44.05607237;0.434782233;f2
66;65.0560134;0.142320848;f2
66;172.8483161;0.000352618;f2
67;4.158314918;1.04508307;f2
67;19.00701068;0.558368127;f2
67;43.38135894;0.215957647;f2
67;65.29593807;0.08511428;f2
67;149.482875;0.002086944;f2
68;1.350027224;1.342568342;f2
68;18.95453637;0.722391712;f2
68;41.27002438;0.320086603;f2
68;65.69117782;0.134309153;f2
68;181.2104023;0.002408501;f2
69;1.796455686;2.484033825;f2
69;16.99292738;0.734448833;f2
69;42.45571925;0.110535973;f2
69;65.79255336;0.014003739;f2
69;142.2416977;3.53E-05;f2
70;2.35094873;2.118902779;f2
70;17.92295885;1.268729429;f2
70;44.7652588;0.404034864;f2
70;65.2210612;0.168088299;f2
70;83.1216982;0.086464814;f2
71;3.289945827;1.571351338;f2
71;16.09472085;0.772440133;f2
71;41.40567327;0.257887425;f2
71;65.12697178;0.104204893;f2
71;155.5575201;0.001732825;f2
72;1.39421636;1.02789707;f2
72;18.58964048;0.652317733;f2
72;42.47691196;0.282891341;f2
72;65.72747166;0.170326577;f2
72;156.8638532;0.017145482;f2
73;1.880551118;0.712862283;f2
73;17.8063324;0.495153248;f2
73;42.86070124;0.284697618;f2
73;65.18884579;0.191318907;f2
73;131.0634052;0.042858286;f2
74;2.655035676;1.375916476;f2
74;17.54086202;0.404597187;f2
74;42.48934738;0.037219854;f2
74;66.773288;0.004859163;f2
74;187.1136288;1.43E-07;f2
75;2.082303733;1.104683264;f2
75;20.08180607;0.159897231;f2
75;43.58048006;0.012213222;f2
75;65.97010254;0.001053037;f2
75;165.8380772;2.04E-08;f2
76;2.300565984;1.218512594;f2
76;18.18302132;0.285484284;f2
76;44.03134354;0.031276013;f2
76;65.62786153;0.003877912;f2
76;167.63905;5.03E-07;f2
77;1.957977553;0.71441098;f2
77;17.41139357;0.305772447;f2
77;41.91096574;0.053758873;f2
77;66.38456589;0.012714638;f2
77;168.7569476;1.36E-05;f2
78;1.607538751;3.089000973;f2
78;17.27605929;1.769760648;f2
78;44.90034891;0.762544406;f2
78;65.78483066;0.319976179;f2
78;179.2736853;0.005277614;f2
79;1.174520094;1.822983577;f2
79;20.34672613;0.702114286;f2
79;41.67697823;0.250554645;f2
79;66.2479801;0.061133817;f2
79;142.8695137;0.000974876;f2
80;1.641959822;0.865821896;f2
80;17.73361841;0.364887672;f2
80;42.00985882;0.097026217;f2
80;66.548548;0.019651981;f2
80;155.0531045;0.000176322;f2
81;2.208248287;1.727980244;f2
81;19.0857355;0.746093817;f2
81;44.00576601;0.144492741;f2
81;66.40075254;0.036894567;f2
81;192.4367396;1.60E-05;f2
82;0.987522035;1.312155953;f2
82;20.74622636;0.105183955;f2
82;44.46552583;0.005491454;f2
82;65.5337591;0.000435769;f2
82;150.6492711;8.97E-09;f2
83;2.268558063;1.999675777;f2
83;17.90883877;0.319794133;f2
83;40.06309825;0.02698204;f2
83;65.89149462;0.001229794;f2
83;158.6454793;2.48E-08;f2
84;2.436076106;1.580073541;f2
84;18.51665388;0.805221694;f2
84;41.55311221;0.185336288;f2
84;66.13010417;0.057813612;f2
84;147.6286662;0.000527375;f2
85;1.960430967;0.855240067;f2
85;19.7149893;0.329398471;f2
85;41.42370178;0.115647369;f2
85;64.58474165;0.03534571;f2
85;171.9662013;0.000110985;f2
86;3.949027263;0.769929834;f2
86;18.03788155;0.366606309;f2
86;42.32142849;0.094663634;f2
86;65.74218417;0.029536835;f2
86;183.1056382;7.03E-05;f2
87;2.795732315;2.139476646;f2
87;18.24117579;0.961476282;f2
87;41.33314997;0.338367789;f2
87;66.07596436;0.120407867;f2
87;156.2766029;0.002175789;f2
88;0.756194586;1.494844294;f2
88;18.43064975;0.85529391;f2
88;42.27656098;0.40707831;f2
88;65.97238629;0.178394633;f2
88;174.4008159;0.004544302;f2
89;1.821902152;1.844535115;f2
89;19.04976333;0.446545624;f2
89;43.18724503;0.053607801;f2
89;64.84196765;0.009066641;f2
89;143.2813732;8.89E-06;f2
90;1.556778343;2.22307725;f2
90;18.19988639;1.13067289;f2
90;41.3517129;0.38991949;f2
90;66.35161914;0.134451507;f2
90;150.6816676;0.002823238;f2
91;1.550245204;2.637728918;f2
91;16.49259008;0.873001353;f2
91;43.27778771;0.137866537;f2
91;65.71026916;0.027735878;f2
91;149.283542;7.58E-05;f2
92;1.210288772;1.628033917;f2
92;17.94872413;1.353210369;f2
92;42.14185886;0.602131859;f2
92;67.20599443;0.326166907;f2
92;188.4005636;0.01894833;f2
93;1.969184586;2.139652033;f2
93;18.59466384;1.213719404;f2
93;40.34198543;0.378661657;f2
93;67.52808701;0.12431144;f2
93;186.8031763;0.000504136;f2
94;2.309681051;1.130410114;f2
94;19.5157913;0.753928195;f2
94;41.25597701;0.374176291;f2
94;65.26795798;0.130470988;f2
94;201.8605793;0.000984462;f2
95;1.975148915;2.081000136;f2
95;18.13659381;0.593068822;f2
95;42.19338583;0.126659248;f2
95;65.80363503;0.024869299;f2
95;166.9435882;1.88E-05;f2
96;3.02703721;2.534665522;f2
96;19.2437608;0.869061754;f2
96;41.81634561;0.237864334;f2
96;67.00653213;0.044000929;f2
96;206.3137565;1.50E-05;f2
97;0.86177512;1.235278977;f2
97;17.37188382;0.593000176;f2
97;43.80905918;0.252810898;f2
97;67.94268803;0.124076399;f2
97;179.8831471;0.002206196;f2
98;0.828781883;1.391991446;f2
98;18.17332859;0.519798925;f2
98;43.3244544;0.145485916;f2
98;66.393914;0.051303264;f2
98;174.987951;0.000168808;f2
99;1.05957053;3.744012676;f2
99;17.08876221;0.419185007;f2
99;42.7585511;0.017942545;f2
99;66.02684543;0.000818052;f2
99;161.330737;2.35E-09;f2
100;1.711556302;1.871835763;f2
100;17.97688781;0.794419097;f2
100;43.12063533;0.22382412;f2
100;66.04614785;0.085910018;f2
100;138.2198783;0.002360209;f2
101;1.790058611;0.708675368;f2
101;19.21760083;0.094334811;f2
101;43.19076899;0.004242252;f2
101;65.05816212;0.000243698;f2
101;170.0868138;4.03E-10;f2
102;1.953329827;2.457542095;f2
102;18.80125661;0.449342277;f2
102;41.93679131;0.040124218;f2
102;66.33837408;0.003526579;f2
102;169.3623027;1.05E-07;f2
103;1.365408154;0.748870762;f2
103;18.66714764;0.039147206;f2
103;43.60729066;0.000740983;f2
103;64.12943381;2.65E-05;f2
103;169.6257301;1.05E-12;f2
104;1.992302055;1.462006165;f2
104;18.97513104;0.463607412;f2
104;44.0503735;0.078557842;f2
104;65.45622623;0.011951881;f2
104;152.3534767;2.03E-05;f2
105;2.562280648;1.534654166;f2
105;19.2988617;0.716364348;f2
105;43.25606727;0.22158205;f2
105;65.44892904;0.072054901;f2
105;172.2504979;0.0003901;f2
106;1.860903559;2.259597113;f2
106;18.35567471;0.555778257;f2
106;43.52656628;0.045711586;f2
106;65.00862039;0.007177413;f2
106;132.3766128;1.34E-05;f2
107;1.447286293;0.957620064;f2
107;20.45359762;0.07982587;f2
107;40.52252895;0.00647281;f2
107;65.47554879;0.000290827;f2
107;170.2751337;3.02E-10;f2
108;0.391462784;2.118475798;f2
108;18.26229466;0.649410517;f2
108;43.44173788;0.103577338;f2
108;66.31318656;0.022127731;f2
108;177.7566396;7.51E-06;f2
109;2.467023;1.237362478;f2
109;19.39803375;0.835706098;f2
109;41.12420061;0.412348303;f2
109;66.33478821;0.23797857;f2
109;141.8749346;0.027689733;f2
110;2.133908556;1.326206083;f2
110;19.83908299;0.620157313;f2
110;43.05354038;0.196004388;f2
110;65.94739655;0.055304101;f2
110;165.401904;0.000414587;f2
111;1.617374835;1.716970775;f2
111;19.86864691;0.763900854;f2
111;42.12991128;0.295012386;f2
111;65.15044081;0.111626225;f2
111;144.5953849;0.004853174;f2
112;0.211156406;3.070827794;f2
112;18.53319859;0.471113311;f2
112;42.0759639;0.046772648;f2
112;66.06272438;0.003442071;f2
112;139.0030836;2.70E-06;f2
113;1.218949527;0.727142003;f2
113;19.00336022;0.200516731;f2
113;41.28713338;0.049076707;f2
113;66.91530285;0.008980918;f2
113;166.6890866;7.87E-06;f2
114;1.397991011;1.814727491;f2
114;17.64262545;1.176841259;f2
114;42.17557034;0.373572281;f2
114;65.54831324;0.147747964;f2
114;129.874473;0.009282322;f2
115;1.89047793;1.263200769;f2
115;18.78061063;0.135682815;f2
115;43.2917614;0.006251926;f2
115;66.53837466;0.000323323;f2
115;175.7192474;2.83E-10;f2
116;2.43585543;1.152047289;f2
116;18.72768343;0.318007866;f2
116;42.55618288;0.053147907;f2
116;67.0226259;0.008767265;f2
116;170.3735771;3.34E-06;f2
117;2.387586468;1.405750263;f2
117;20.03950297;0.743543606;f2
117;43.25139332;0.276800092;f2
117;66.22064139;0.108712149;f2
117;160.0748807;0.002411321;f2
118;1.267115422;1.463626038;f2
118;19.11770953;0.758237097;f2
118;41.1896302;0.234188701;f2
118;64.99735709;0.076829436;f2
118;217.8015444;6.93E-05;f2
119;2.66498053;1.933257815;f2
119;17.84320824;0.870441373;f2
119;43.5091269;0.278406035;f2
119;66.56997564;0.084406802;f2
119;169.7900156;0.000643071;f2
120;1.123758146;1.017085834;f2
120;17.99877486;0.197046842;f2
120;41.96641751;0.022559933;f2
120;66.79119716;0.003115819;f2
120;168.9290956;4.83E-07;f2
121;1.355933445;1.391257829;f2
121;18.45240005;0.341406281;f2
121;41.54618454;0.049777232;f2
121;66.08334861;0.006946846;f2
121;128.535968;3.30E-05;f2
122;1.813215869;2.243832428;f2
122;19.40267534;0.200724853;f2
122;42.78507636;0.006170717;f2
122;66.07241634;0.00032101;f2
122;133.2436627;3.49E-08;f2
123;2.34599672;1.967510617;f2
123;20.00701492;0.665617545;f2
123;41.71741658;0.204016482;f2
123;65.73936641;0.040412192;f2
123;136.4577452;0.000477128;f2
124;1.283572706;1.810882378;f2
124;17.90649196;0.62680231;f2
124;42.1691893;0.228537513;f2
124;66.3730421;0.072860293;f2
124;140.967991;0.002015072;f2
125;1.050665544;3.04044267;f2
125;17.77646591;1.198314091;f2
125;43.28608261;0.476528264;f2
125;67.02643097;0.149102822;f2
125;157.331334;0.002856515;f2
126;2.24618787;1.551286974;f2
126;18.97909615;0.520076675;f2
126;41.88341556;0.108584579;f2
126;66.03894215;0.029126994;f2
126;129.2951796;0.0005617;f2
127;2.837360042;2.325995412;f2
127;16.72772378;0.743100487;f2
127;41.63618359;0.096486014;f2
127;66.64753816;0.01554026;f2
127;188.0617346;1.01E-06;f2
128;1.407648938;1.276402582;f2
128;17.5199348;0.929248327;f2
128;42.86003426;0.391614417;f2
128;65.78678542;0.196000418;f2
128;189.2575465;0.005318712;f2
129;1.930802672;1.421410763;f2
129;20.10683451;0.700518056;f2
129;42.27906216;0.255712709;f2
129;67.3147349;0.098244653;f2
129;133.4544804;0.007562594;f2
130;1.227662856;3.623593132;f2
130;19.01265033;1.731927574;f2
130;43.82431529;0.612662098;f2
130;66.28011056;0.307960691;f2
130;154.9291845;0.010322799;f2
131;1.961641577;1.350500917;f2
131;18.12519021;0.495661219;f2
131;44.35699901;0.087752833;f2
131;66.08564306;0.022472964;f2
131;164.2913658;5.98E-05;f2
132;1.310818105;1.05873887;f2
132;18.83296158;0.545524949;f2
132;44.26690757;0.178175692;f2
132;66.39477137;0.079345591;f2
132;135.4298224;0.004050487;f2
133;2.088645345;1.768411231;f2
133;18.03431531;0.826220178;f2
133;42.76104827;0.371799806;f2
133;67.15442546;0.156169221;f2
133;137.2148875;0.012337615;f2
134;1.593359444;2.747952707;f2
134;18.11598869;1.314050871;f2
134;42.07902519;0.414697365;f2
134;67.56409331;0.14499117;f2
134;156.3649593;0.00260987;f2
135;1.202426896;1.989782855;f2
135;19.56224999;0.878468138;f2
135;43.08903974;0.365808699;f2
135;64.8350215;0.121045966;f2
135;173.8363892;0.001126156;f2
136;3.224207805;1.020952752;f2
136;18.62443297;0.451734933;f2
136;42.66373764;0.143323884;f2
136;66.10274904;0.034855871;f2
136;148.3980516;0.000626172;f2
137;0.786817961;2.021508107;f2
137;19.76352522;0.268131956;f2
137;42.18080824;0.019817178;f2
137;65.66913657;0.001393766;f2
137;177.2470846;6.28E-09;f2
138;2.441907372;2.161324057;f2
138;17.9111678;1.052041152;f2
138;42.33196962;0.393091769;f2
138;65.25849457;0.13099037;f2
138;138.8418311;0.006214505;f2
139;3.251379749;1.219083841;f2
139;19.26248578;0.87597918;f2
139;40.39321358;0.511678794;f2
139;66.81050333;0.354036977;f2
139;143.8467785;0.065670705;f2
140;1.920610753;1.250577906;f2
140;19.40125915;0.625769298;f2
140;42.62088929;0.412995322;f2
140;67.19206825;0.164422943;f2
140;152.192992;0.013804879;f2
141;2.091441645;2.353379662;f2
141;18.77258207;1.283738427;f2
141;41.46173562;0.794510541;f2
141;65.00784312;0.378390954;f2
141;130.3155836;0.062878184;f2
142;1.643080372;0.867447325;f2
142;18.94406531;0.36085672;f2
142;41.77383269;0.114236976;f2
142;65.84888037;0.033674471;f2
142;141.9344427;0.000908951;f2
143;1.151612748;1.440203565;f2
143;18.5002455;0.401678366;f2
143;43.3106396;0.093543382;f2
143;66.85313438;0.021117017;f2
143;119.2847713;0.000644824;f2
144;2.521780269;2.507025816;f2
144;18.9373866;1.342861447;f2
144;41.40552489;0.522049486;f2
144;65.16121494;0.224889083;f2
144;142.6912263;0.009789327;f2
145;0.776775844;0.97292721;f2
145;18.50202002;0.465066268;f2
145;44.49169094;0.179559871;f2
145;65.84325344;0.06697577;f2
145;177.4553274;0.000870414;f2
146;1.855237375;1.73511421;f2
146;19.0468054;0.843848426;f2
146;42.73263777;0.30927755;f2
146;66.73607331;0.123403809;f2
146;129.0401282;0.009787592;f2
147;1.28784948;2.265993355;f2
147;19.15424185;0.418991408;f2
147;42.04284111;0.059641811;f2
147;66.89369537;0.005729056;f2
147;107.451904;0.000131182;f2
148;0.778267673;1.25209655;f2
148;19.51212577;0.120209932;f2
148;42.28804416;0.007099543;f2
148;67.29583794;0.000410584;f2
148;145.0774453;3.39E-08;f2
149;2.502368364;1.218294024;f2
149;18.12684491;0.32039751;f2
149;42.7903128;0.029773167;f2
149;66.4584345;0.003104799;f2
149;128.9238462;1.00E-05;f2
150;2.473395376;1.153515906;f2
150;19.44171974;0.19662487;f2
150;41.99949554;0.023752352;f2
150;66.0029437;0.002471235;f2
150;178.1872945;1.15E-07;f2
151;1.344246744;1.789717112;f2
151;17.74395376;0.508494053;f2
151;43.04844283;0.076501801;f2
151;66.66458978;0.010519028;f2
151;125.8520483;8.95E-05;f2
152;2.577447206;1.390957552;f2
152;18.94376944;0.72576353;f2
152;41.02659933;0.276439923;f2
152;65.80656214;0.095628539;f2
152;153.4689594;0.001921954;f2
153;3.86778817;1.183069622;f2
153;19.41024541;0.559060877;f2
153;42.17430751;0.087580067;f2
153;66.9058743;0.017164641;f2
153;161.1263773;3.92E-05;f2
154;1.703366743;1.506346191;f2
154;19.97234606;0.055078671;f2
154;43.33313953;0.000947545;f2
154;65.28191631;1.89E-05;f2
154;176.3774317;6.02E-14;f2
155;1.180254969;0.78108776;f2
155;19.51431779;0.35469754;f2
155;43.04780636;0.080306549;f2
155;64.70963457;0.027255636;f2
155;140.2692871;0.000355751;f2
156;2.470795979;1.620825183;f2
156;18.70826218;0.590620711;f2
156;43.25250528;0.114162647;f2
156;67.23189844;0.027340464;f2
156;197.688348;1.02E-05;f2
157;2.658075916;1.661234881;f2
157;18.32631469;0.557733098;f2
157;43.26498669;0.112615;f2
157;64.85625641;0.02672887;f2
157;128.2687606;0.000505211;f2
158;2.639509787;1.312182704;f2
158;19.12535379;0.482552137;f2
158;42.9804755;0.104464123;f2
158;65.84110796;0.02159484;f2
158;148.5498057;0.000106824;f2
159;1.65166883;1.476947248;f2
159;20.17160495;0.594625976;f2
159;41.43144097;0.279585926;f2
159;65.88281073;0.096930364;f2
159;166.8197072;0.001936248;f2
160;2.243072474;2.10836022;f2
160;19.13803188;0.716128061;f2
160;41.63228854;0.126261108;f2
160;65.81178107;0.020102102;f2
160;182.6988748;3.16E-06;f2
161;2.308421528;0.889080159;f2
161;19.91612213;0.151339233;f2
161;42.38865673;0.017639282;f2
161;67.62819621;0.001119852;f2
161;153.6029811;1.69E-07;f2
162;1.667615036;3.920032538;f2
162;17.17630516;1.616714323;f2
162;44.47618495;0.372103269;f2
162;64.88575709;0.109725485;f2
162;116.2837309;0.00579621;f2
163;1.653990333;1.501646002;f2
163;19.49030597;0.619816167;f2
163;42.81858619;0.229822337;f2
163;63.65051237;0.077051875;f2
163;183.882007;0.000168247;f2
164;1.749804169;2.246588024;f2
164;18.81074198;0.805350863;f2
164;42.29857755;0.231203567;f2
